,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
sims[969],1.4406,0.00621049,1.64521,0.0,1.0,5.0,70176.4,4.59105,0.999967
sims[970],1.22515,0.00554497,1.47952,0.0,1.0,4.0,71194.4,4.65765,0.999965
sims[971],1.43707,0.00622161,1.64579,0.0,1.0,5.0,69974.8,4.57786,0.999971
sims[972],0.651317,0.00418383,1.08309,0.0,0.0,3.0,67016.7,4.38434,0.999948
sims[973],1.79492,0.00670004,1.82578,0.0,1.0,5.0,74257.9,4.85807,0.99996
sims[974],0.359883,0.00308655,0.771456,0.0,0.0,2.0,62470.7,4.08693,0.999991
sims[975],2.31985,0.00803689,2.10582,0.0,2.0,6.0,68654.2,4.49147,1.00002
sims[976],1.47172,0.00603905,1.62093,0.0,1.0,5.0,72042.8,4.71315,0.999945
sims[977],0.6473,0.0041282,1.08248,0.0,0.0,3.0,68756.8,4.49818,0.99998
sims[978],2.26785,0.00755299,2.0524,0.0,2.0,6.0,73839.0,4.83066,0.999964
sims[979],0.773917,0.00435079,1.13281,0.0,0.0,3.0,67792.0,4.43506,1.00001
sims[980],0.6446,0.00423649,1.08071,0.0,0.0,3.0,65074.3,4.25726,1.00007
sims[981],0.5634,0.00373953,0.967245,0.0,0.0,2.0,66901.8,4.37682,0.999962
sims[982],1.99175,0.00711565,1.92062,0.0,2.0,6.0,72854.0,4.76623,0.999965
sims[983],0.555567,0.00374108,0.955368,0.0,0.0,2.0,65215.0,4.26647,1.00001
sims[984],0.557483,0.00366852,0.960353,0.0,0.0,2.0,68529.7,4.48332,0.999962
sims[985],1.21575,0.00552466,1.46987,0.0,1.0,4.0,70785.4,4.63089,0.999986
sims[986],3.23458,0.00979388,2.49474,0.0,3.0,8.0,64884.5,4.24485,0.999966
sims[987],1.00363,0.00509407,1.336,0.0,1.0,4.0,68782.8,4.49988,0.999939
sims[988],2.84393,0.00877553,2.30986,0.0,2.0,7.0,69282.3,4.53256,0.999987
sims[989],0.647567,0.00413466,1.07451,0.0,0.0,3.0,67537.1,4.41838,0.999945
sims[990],0.358067,0.00303304,0.766615,0.0,0.0,2.0,63885.0,4.17946,1.00003
sims[991],2.00488,0.00717284,1.92997,0.0,2.0,6.0,72396.7,4.73631,1.00002
sims[992],1.9933,0.00717027,1.92201,0.0,2.0,6.0,71852.1,4.70067,0.999946
sims[993],0.0265,0.000836517,0.206475,0.0,0.0,0.0,60923.4,3.9857,0.999939
sims[994],1.00573,0.00500974,1.33841,0.0,1.0,4.0,71374.9,4.66946,0.999959
sims[995],0.365683,0.00309147,0.777969,0.0,0.0,2.0,63327.8,4.143,0.999947
sims[996],2.43423,0.00811998,2.13714,0.0,2.0,7.0,69271.4,4.53185,0.999955
sims[997],1.00102,0.00507492,1.33542,0.0,1.0,4.0,69243.1,4.52999,0.999976
sims[998],1.64072,0.00640326,1.72769,0.0,1.0,5.0,72799.8,4.76268,0.999964
sims[999],1.21237,0.00556049,1.4728,0.0,1.0,4.0,70155.3,4.58967,1.0001
sims[1000],4.13583,0.0113422,2.83332,0.0,4.0,10.0,62401.3,4.08239,1.00003
sims[1001],2.31093,0.007936,2.08696,0.0,2.0,6.0,69155.0,4.52423,0.999992
sims[1002],8.20557,0.0160895,3.99171,3.0,8.0,16.0,61550.6,4.02674,1.0
sims[1003],0.689867,0.00409595,1.07254,0.0,0.0,3.0,68567.2,4.48577,1.00001
sims[1004],1.7727,0.00662209,1.78784,0.0,1.0,5.0,72890.3,4.7686,0.99999
sims[1005],0.9938,0.00498367,1.32107,0.0,1.0,4.0,70267.1,4.59698,1.00002
sims[1006],2.151,0.00737609,2.00036,0.0,2.0,6.0,73546.6,4.81153,0.999961
sims[1007],1.20887,0.00550581,1.46877,0.0,1.0,4.0,71164.6,4.6557,0.999965
sims[1008],0.641283,0.00410862,1.07249,0.0,0.0,3.0,68138.2,4.45771,0.999958
sims[1009],2.00202,0.00733915,1.92997,0.0,2.0,6.0,69152.6,4.52407,0.999966
sims[1010],0.690567,0.00422353,1.08416,0.0,0.0,3.0,65892.6,4.3108,0.999969
sims[1011],1.45582,0.00628745,1.65519,0.0,1.0,5.0,69302.2,4.53386,0.999991
sims[1012],1.22463,0.00563748,1.48607,0.0,1.0,4.0,69488.1,4.54602,0.999982
sims[1013],0.360583,0.00301544,0.767076,0.0,0.0,2.0,64710.5,4.23346,0.999973
sims[1014],1.78608,0.00679978,1.82142,0.0,1.0,5.0,71751.5,4.6941,1.0
sims[1015],1.77943,0.00694062,1.83184,0.0,1.0,5.0,69659.3,4.55722,0.999972
sims[1016],5.34763,0.0127823,3.22917,1.0,5.0,11.0,63821.2,4.17528,0.999982
sims[1017],4.14453,0.0110706,2.83362,0.0,4.0,9.0,65515.4,4.28612,1.00002
sims[1018],1.43992,0.0062027,1.64126,0.0,1.0,5.0,70015.4,4.58052,1.00004
sims[1019],1.44588,0.00622649,1.65206,0.0,1.0,5.0,70399.1,4.60562,0.999967
sims[1020],0.6521,0.0042645,1.08644,0.0,0.0,3.0,64904.6,4.24616,0.999988
sims[1021],1.46827,0.00606764,1.62782,0.0,1.0,5.0,71973.7,4.70863,1.00003
sims[1022],2.8521,0.00865726,2.32319,0.0,2.0,7.0,72012.6,4.71118,1.00002
sims[1023],0.650867,0.00423226,1.08385,0.0,0.0,3.0,65583.2,4.29055,0.99999
sims[1024],2.61892,0.00843698,2.23556,0.0,2.0,7.0,70209.6,4.59322,0.999957
sims[1025],5.38712,0.0126908,3.25081,1.0,5.0,11.0,65615.8,4.29269,0.999951
sims[1026],0.854517,0.00461442,1.20059,0.0,0.0,3.0,67694.4,4.42867,1.00002
sims[1027],0.7848,0.00439034,1.15138,0.0,0.0,3.0,68776.7,4.49948,1.00002
sims[1028],1.79388,0.00685638,1.82622,0.0,1.0,5.0,70944.3,4.64129,1.0
sims[1029],1.4503,0.00625158,1.64352,0.0,1.0,5.0,69114.3,4.52156,0.999934
sims[1030],0.357567,0.00306282,0.768498,0.0,0.0,2.0,62956.9,4.11874,0.999991
sims[1031],2.32765,0.0082247,2.10659,0.0,2.0,6.0,65602.7,4.29183,1.00002
sims[1032],2.30313,0.00800629,2.08814,0.0,2.0,6.0,68022.9,4.45016,0.999932
sims[1033],2.29912,0.00809612,2.07772,0.0,2.0,6.0,65859.7,4.30864,1.00007
sims[1034],1.79345,0.00674572,1.81818,0.0,1.0,5.0,72646.9,4.75267,0.999989
sims[1035],0.36335,0.00306204,0.775846,0.0,0.0,2.0,64199.1,4.20001,0.999991
sims[1036],1.4476,0.00619811,1.64792,0.0,1.0,5.0,70689.0,4.62459,0.999986
sims[1037],0.0256833,0.000848508,0.205891,0.0,0.0,0.0,58879.3,3.85197,1.00003
sims[1038],2.63465,0.00858728,2.23644,0.0,2.0,7.0,67827.3,4.43737,0.999967
sims[1039],0.6499,0.0041642,1.07825,0.0,0.0,3.0,67046.0,4.38625,0.999946
sims[1040],0.357333,0.00296604,0.760037,0.0,0.0,2.0,65662.2,4.29572,1.00003
sims[1041],4.1434,0.0110073,2.81912,0.0,4.0,9.0,65594.4,4.29129,0.99995
sims[1042],0.02595,0.000833476,0.203823,0.0,0.0,0.0,59802.8,3.91239,0.999997
sims[1043],1.44047,0.00621352,1.63684,0.0,1.0,5.0,69396.1,4.54,1.00004
sims[1044],1.44667,0.00631516,1.65082,0.0,1.0,5.0,68332.8,4.47044,0.999984
sims[1045],1.21545,0.00546645,1.461,0.0,1.0,4.0,71431.9,4.67318,0.999949
sims[1046],0.361317,0.00304473,0.772578,0.0,0.0,2.0,64385.5,4.2122,0.999953
sims[1047],0.645133,0.00414605,1.07495,0.0,0.0,3.0,67221.6,4.39774,0.999995
sims[1048],0.647583,0.00414203,1.07892,0.0,0.0,3.0,67850.4,4.43888,0.999923
sims[1049],1.00007,0.00502909,1.34021,0.0,1.0,4.0,71017.9,4.6461,0.999981
sims[1050],0.0274333,0.000861981,0.208122,0.0,0.0,0.0,58296.4,3.81384,1.00003
sims[1051],1.44255,0.00628267,1.63072,0.0,1.0,5.0,67370.5,4.40748,0.999926
sims[1052],1.43737,0.00618458,1.63535,0.0,1.0,5.0,69919.5,4.57424,1.0
sims[1053],0.0292167,0.000890557,0.21969,0.0,0.0,0.0,60855.3,3.98125,0.999997
sims[1054],6.98598,0.0147892,3.72326,2.0,6.0,14.0,63380.8,4.14647,0.999992
sims[1055],1.21265,0.00556119,1.46714,0.0,1.0,4.0,69599.8,4.55333,0.999972
sims[1056],2.3092,0.0080777,2.10611,0.0,2.0,6.0,67980.9,4.44742,1.00003
sims[1057],0.0280833,0.000876901,0.216784,0.0,0.0,0.0,61116.0,3.9983,0.99994
sims[1058],1.36232,0.00587108,1.56647,0.0,1.0,4.0,71187.9,4.65723,1.00003
sims[1059],0.560817,0.00375761,0.964927,0.0,0.0,2.0,65942.5,4.31406,0.999946
sims[1060],5.09085,0.012562,3.1444,1.0,5.0,11.0,62654.7,4.09897,0.999955
sims[1061],1.20852,0.00544657,1.46122,0.0,1.0,4.0,71975.9,4.70878,0.999979
sims[1062],0.55645,0.00376089,0.963256,0.0,0.0,2.0,65599.6,4.29163,1.00003
sims[1063],3.72468,0.0102243,2.67007,0.0,3.0,9.0,68199.0,4.46168,0.999947
sims[1064],0.0271667,0.000867102,0.213142,0.0,0.0,0.0,60422.2,3.95292,0.999997
sims[1065],2.24857,0.00755568,2.03975,0.0,2.0,6.0,72879.9,4.76792,0.999946
sims[1066],1.3697,0.00579315,1.56015,0.0,1.0,4.0,72527.3,4.74485,1.00002
sims[1067],2.003,0.00729987,1.92534,0.0,2.0,6.0,69564.4,4.55101,0.999927
sims[1068],0.351967,0.00300953,0.753876,0.0,0.0,2.0,62748.2,4.10508,0.999953
sims[1069],0.638617,0.00406211,1.06719,0.0,0.0,3.0,69021.4,4.51549,1.00001
sims[1070],1.21017,0.00554039,1.46167,0.0,1.0,4.0,69600.9,4.5534,0.999939
sims[1071],1.44268,0.00622141,1.64439,0.0,1.0,5.0,69860.7,4.57039,0.999991
sims[1072],4.13232,0.0111201,2.82347,0.0,4.0,9.0,64468.9,4.21765,1.00001
sims[1073],0.65365,0.00416679,1.08941,0.0,0.0,3.0,68356.2,4.47197,0.999957
sims[1074],0.5597,0.00369318,0.964253,0.0,0.0,2.0,68168.2,4.45967,1.00007
sims[1075],0.65,0.00414453,1.0826,0.0,0.0,3.0,68231.3,4.4638,1.00004
sims[1076],1.4732,0.00607527,1.62265,0.0,1.0,5.0,71337.5,4.66701,1.0
sims[1077],0.358833,0.00303981,0.772473,0.0,0.0,2.0,64576.3,4.22468,0.999953
sims[1078],1.48387,0.00616424,1.63731,0.0,1.0,5.0,70551.0,4.61556,0.999984
sims[1079],0.361817,0.00303043,0.771567,0.0,0.0,2.0,64824.4,4.24092,0.999972
sims[1080],0.3608,0.00306796,0.770325,0.0,0.0,2.0,63044.7,4.12448,1.00001
sims[1081],0.356867,0.00297597,0.768064,0.0,0.0,2.0,66609.6,4.3577,0.99999
sims[1082],0.648467,0.00422895,1.09461,0.0,0.0,3.0,66997.2,4.38306,0.999943
sims[1083],1.00903,0.00501573,1.34938,0.0,1.0,4.0,72376.6,4.73499,0.999967
sims[1084],1.7853,0.00688182,1.81991,0.0,1.0,5.0,69934.6,4.57523,1.00001
sims[1085],2.63227,0.00841152,2.21739,0.0,2.0,7.0,69492.1,4.54628,0.999963
sims[1086],0.357383,0.00297042,0.764354,0.0,0.0,2.0,66214.4,4.33185,0.999966
sims[1087],1.00117,0.00503869,1.3366,0.0,1.0,4.0,70366.5,4.60348,0.999942
sims[1088],0.3578,0.00303789,0.761023,0.0,0.0,2.0,62755.3,4.10555,0.999921
sims[1089],1.00077,0.00489349,1.33514,0.0,1.0,4.0,74441.7,4.87009,0.999945
sims[1090],0.0271,0.000849237,0.207283,0.0,0.0,0.0,59575.8,3.89754,0.99999
sims[1091],0.0262,0.000869145,0.206271,0.0,0.0,0.0,56323.6,3.68478,0.999964
sims[1092],2.8456,0.00876196,2.31951,0.0,2.0,7.0,70079.2,4.58469,0.999968
sims[1093],0.999683,0.00495824,1.32806,0.0,1.0,4.0,71743.3,4.69356,0.999968
sims[1094],0.645217,0.00413626,1.07787,0.0,0.0,3.0,67906.9,4.44258,1.00007
sims[1095],1.20652,0.00549065,1.47155,0.0,1.0,4.0,71829.8,4.69922,0.999987
sims[1096],1.00695,0.00508058,1.34758,0.0,1.0,4.0,70352.6,4.60258,0.999985
sims[1097],0.999583,0.00505631,1.32983,0.0,1.0,4.0,69171.1,4.52528,0.999958
sims[1098],1.3634,0.00579695,1.55849,0.0,1.0,4.0,72278.1,4.72855,0.999985
sims[1099],0.55625,0.00375943,0.958219,0.0,0.0,2.0,64966.0,4.25017,0.999973
sims[1100],0.555933,0.00380817,0.961468,0.0,0.0,2.0,63743.6,4.1702,1.00001
sims[1101],0.364567,0.00305988,0.775758,0.0,0.0,2.0,64275.3,4.20499,1.00001
sims[1102],0.554217,0.00369189,0.959744,0.0,0.0,2.0,67579.4,4.42115,1.00001
sims[1103],3.52025,0.0101571,2.58658,0.0,3.0,8.0,64850.1,4.24259,1.00002
sims[1104],0.364333,0.00305871,0.77546,0.0,0.0,2.0,64275.1,4.20498,1.00001
sims[1105],0.5607,0.00373623,0.97048,0.0,0.0,2.0,67469.3,4.41395,0.999961
sims[1106],1.21943,0.005532,1.46869,0.0,1.0,4.0,70484.8,4.61123,1.00009
sims[1107],1.77987,0.00674397,1.79951,0.0,1.0,5.0,71199.4,4.65798,0.999956
sims[1108],0.358733,0.00299454,0.764823,0.0,0.0,2.0,65232.2,4.26759,1.0
sims[1109],0.6462,0.00412764,1.07307,0.0,0.0,3.0,67585.4,4.42154,0.999978
sims[1110],3.21457,0.00971126,2.49473,0.0,3.0,8.0,65992.6,4.31734,0.999939
sims[1111],0.999117,0.00503254,1.33116,0.0,1.0,4.0,69965.5,4.57725,0.999931
sims[1112],2.14618,0.00730931,1.97838,0.0,2.0,6.0,73259.8,4.79277,0.999996
sims[1113],0.0248167,0.000778941,0.191663,0.0,0.0,0.0,60543.5,3.96085,0.999988
sims[1114],0.646533,0.0040681,1.07869,0.0,0.0,3.0,70309.3,4.59974,1.00004
sims[1115],0.357933,0.00308078,0.77274,0.0,0.0,2.0,62913.6,4.11591,1.00005
sims[1116],0.652583,0.00412996,1.09284,0.0,0.0,3.0,70020.4,4.58084,0.999955
sims[1117],1.21642,0.00557169,1.48159,0.0,1.0,4.0,70710.4,4.62598,1.0001
sims[1118],0.3581,0.00299533,0.762063,0.0,0.0,2.0,64728.1,4.23462,0.999987
sims[1119],0.997267,0.005039,1.3365,0.0,1.0,4.0,70347.3,4.60223,0.999968
sims[1120],1.22777,0.00552944,1.49326,0.0,1.0,4.0,72930.3,4.77122,1.00002
sims[1121],0.358917,0.00301171,0.767879,0.0,0.0,2.0,65006.8,4.25284,1.00002
sims[1122],1.55628,0.00622553,1.67417,0.0,1.0,5.0,72317.9,4.73115,0.999995
sims[1123],2.15763,0.00753934,1.99603,0.0,2.0,6.0,70092.1,4.58553,0.999991
sims[1124],1.22165,0.00556425,1.47463,0.0,1.0,4.0,70234.6,4.59486,0.999944
sims[1125],0.98705,0.00504027,1.32716,0.0,1.0,4.0,69332.4,4.53584,0.999967
sims[1126],1.22075,0.00552459,1.4787,0.0,1.0,4.0,71640.8,4.68685,1.00002
sims[1127],0.35565,0.00298965,0.758577,0.0,0.0,2.0,64381.3,4.21193,0.999938
sims[1128],4.45337,0.0113442,2.9419,1.0,4.0,10.0,67252.8,4.39978,0.999962
sims[1129],0.0280333,0.000899255,0.220941,0.0,0.0,0.0,60365.3,3.94919,1.00007
sims[1130],3.72968,0.0101086,2.67566,0.0,3.0,9.0,70061.6,4.58354,1.00005
sims[1131],0.561083,0.00376247,0.966842,0.0,0.0,2.0,66033.8,4.32004,1.00003
sims[1132],0.358317,0.0030197,0.764615,0.0,0.0,2.0,64114.8,4.19449,0.999989
sims[1133],0.362583,0.00301724,0.772243,0.0,0.0,2.0,65507.0,4.28557,1.00003
sims[1134],1.43693,0.00620043,1.64004,0.0,1.0,5.0,69962.6,4.57706,0.999985
sims[1135],0.996167,0.00496998,1.32708,0.0,1.0,4.0,71299.6,4.66453,1.00002
sims[1136],0.5542,0.00374502,0.959276,0.0,0.0,2.0,65611.2,4.29239,0.99991
sims[1137],0.0272,0.000881,0.211095,0.0,0.0,0.0,57412.0,3.75598,1.00009
sims[1138],1.21752,0.00553461,1.48283,0.0,1.0,4.0,71780.6,4.696,0.999974
sims[1139],1.78108,0.00686026,1.80818,0.0,1.0,5.0,69470.8,4.54489,1.00001
sims[1140],1.22098,0.00553223,1.47498,0.0,1.0,4.0,71083.5,4.65039,0.999961
sims[1141],3.21915,0.00971991,2.47459,0.0,3.0,8.0,64815.9,4.24036,0.999963
sims[1142],1.35595,0.00584113,1.55178,0.0,1.0,4.0,70577.6,4.6173,0.999976
sims[1143],6.30037,0.0135212,3.47713,2.0,6.0,13.0,66131.8,4.32645,1.0
sims[1144],3.00045,0.0089786,2.36959,0.0,3.0,7.0,69651.6,4.55672,0.999975
sims[1145],5.07882,0.012436,3.15943,1.0,5.0,11.0,64544.0,4.22257,1.00001
sims[1146],1.22222,0.0055897,1.47476,0.0,1.0,4.0,69608.7,4.55391,0.999995
sims[1147],1.45582,0.00623217,1.6464,0.0,1.0,5.0,69789.6,4.56574,1.00003
sims[1148],1.0034,0.00511775,1.34291,0.0,1.0,4.0,68855.4,4.50463,0.999942
sims[1149],0.355833,0.00297091,0.759403,0.0,0.0,2.0,65337.7,4.27449,0.999948
sims[1150],4.43695,0.0112506,2.92146,1.0,4.0,10.0,67429.4,4.41134,0.999995
sims[1151],0.0262,0.000848934,0.207961,0.0,0.0,0.0,60008.7,3.92586,1.00004
sims[1152],3.21172,0.00965742,2.48523,0.0,3.0,8.0,66223.2,4.33242,0.999929
sims[1153],1.2176,0.00559455,1.47951,0.0,1.0,4.0,69936.8,4.57538,0.999966
sims[1154],0.644483,0.00405849,1.0698,0.0,0.0,3.0,69483.0,4.54569,0.999972
sims[1155],1.00343,0.00506421,1.34446,0.0,1.0,4.0,70481.4,4.611,0.999976
sims[1156],2.32363,0.00816844,2.11535,0.0,2.0,6.0,67063.4,4.38739,0.999997
sims[1157],1.213,0.00534833,1.45765,0.0,1.0,4.0,74279.4,4.85947,0.999941
sims[1158],0.996633,0.00495915,1.34054,0.0,1.0,4.0,73071.2,4.78043,1.00002
sims[1159],1.21745,0.0055706,1.47095,0.0,1.0,4.0,69725.7,4.56157,1.00001
sims[1160],1.99065,0.007169,1.91266,0.0,2.0,6.0,71179.9,4.6567,0.999994
sims[1161],1.77582,0.00678872,1.80842,0.0,1.0,5.0,70961.5,4.64241,0.999978
sims[1162],0.642817,0.0040985,1.06951,0.0,0.0,3.0,68096.1,4.45495,1.00001
sims[1163],1.78408,0.00683305,1.82345,0.0,1.0,5.0,71213.1,4.65887,0.999993
sims[1164],1.35417,0.00593373,1.56139,0.0,1.0,4.0,69241.6,4.5299,0.999995
sims[1165],0.9974,0.0050747,1.33638,0.0,1.0,4.0,69349.3,4.53694,0.999985
sims[1166],0.0282333,0.000886117,0.21611,0.0,0.0,0.0,59479.8,3.89126,1.00005
sims[1167],0.0258167,0.000826452,0.202363,0.0,0.0,0.0,59955.4,3.92237,0.999976
sims[1168],1.21612,0.00547714,1.46838,0.0,1.0,4.0,71873.9,4.7021,1.00006
sims[1169],0.641317,0.00418652,1.07845,0.0,0.0,3.0,66357.9,4.34123,0.999971
sims[1170],1.77792,0.00672758,1.80969,0.0,1.0,5.0,72358.9,4.73383,1.00005
sims[1171],2.3159,0.00803816,2.09407,0.0,2.0,6.0,67868.4,4.44006,1.00002
sims[1172],0.35535,0.00295151,0.762115,0.0,0.0,2.0,66673.3,4.36187,0.99997
sims[1173],0.0272667,0.000876972,0.214143,0.0,0.0,0.0,59626.2,3.90084,1.00002
sims[1174],1.79033,0.00676991,1.81331,0.0,1.0,5.0,71742.8,4.69353,0.999955
sims[1175],2.31055,0.00815731,2.10136,0.0,2.0,6.0,66360.2,4.34139,0.999966
sims[1176],1.79332,0.00674497,1.8269,0.0,1.0,5.0,73361.6,4.79943,0.999963
sims[1177],2.63043,0.0084217,2.22313,0.0,2.0,7.0,69683.5,4.55881,1.00002
sims[1178],0.364083,0.00300764,0.769222,0.0,0.0,2.0,65411.1,4.2793,0.999975
sims[1179],2.29518,0.00823022,2.08053,0.0,2.0,6.0,63903.4,4.18066,0.999983
sims[1180],2.30983,0.008053,2.0916,0.0,2.0,6.0,67459.2,4.41328,0.999997
sims[1181],4.14208,0.0112247,2.86028,0.0,4.0,10.0,64933.5,4.24805,0.999967
sims[1182],0.643967,0.00413711,1.0721,0.0,0.0,3.0,67154.4,4.39334,0.999944
sims[1183],1.23058,0.00564917,1.48897,0.0,1.0,4.0,69470.4,4.54486,0.999978
sims[1184],1.4396,0.00625573,1.63421,0.0,1.0,5.0,68242.9,4.46456,0.999969
sims[1185],1.45492,0.00622528,1.64663,0.0,1.0,5.0,69963.7,4.57713,0.999951
sims[1186],1.00167,0.00506537,1.34059,0.0,1.0,4.0,70044.3,4.5824,0.999942
sims[1187],0.02515,0.000785089,0.194469,0.0,0.0,0.0,61356.8,4.01406,0.999996
sims[1188],0.360667,0.00309436,0.774745,0.0,0.0,2.0,62686.8,4.10107,0.999995
sims[1189],1.21492,0.00550885,1.47055,0.0,1.0,4.0,71259.1,4.66188,0.999978
sims[1190],0.361917,0.00301538,0.771628,0.0,0.0,2.0,65483.3,4.28402,0.999961
sims[1191],1.00323,0.0050441,1.32553,0.0,1.0,4.0,69057.1,4.51783,0.999958
sims[1192],1.44887,0.00631763,1.65526,0.0,1.0,5.0,68647.6,4.49103,0.999985
sims[1193],0.0261333,0.000880184,0.209327,0.0,0.0,0.0,56559.2,3.70019,1.00001
sims[1194],0.0267167,0.000867599,0.211275,0.0,0.0,0.0,59300.3,3.87952,1.00004
sims[1195],1.7852,0.00671276,1.82322,0.0,1.0,5.0,73769.0,4.82608,0.999956
sims[1196],0.688133,0.00426657,1.08715,0.0,0.0,3.0,64926.2,4.24758,0.99998
sims[1197],1.78658,0.00688134,1.82841,0.0,1.0,5.0,70599.7,4.61874,0.999925
sims[1198],0.02485,0.000805642,0.198326,0.0,0.0,0.0,60600.2,3.96456,0.999991
sims[1199],3.22358,0.00971915,2.49056,0.0,3.0,8.0,65665.6,4.29594,1.00002
sims[1200],0.362533,0.00310792,0.782994,0.0,0.0,2.0,63471.3,4.15239,0.99999
sims[1201],0.647733,0.00415154,1.09093,0.0,0.0,3.0,69051.8,4.51748,0.999983
sims[1202],1.21787,0.00553933,1.47624,0.0,1.0,4.0,71022.5,4.6464,0.99998
sims[1203],0.356467,0.00300894,0.765294,0.0,0.0,2.0,64688.8,4.23204,1.0
sims[1204],1.00358,0.00505287,1.33398,0.0,1.0,4.0,69698.3,4.55977,0.999983
sims[1205],0.0261833,0.000871871,0.208643,0.0,0.0,0.0,57266.7,3.74648,0.999995
sims[1206],1.43767,0.00622443,1.64383,0.0,1.0,5.0,69745.6,4.56287,0.999965
sims[1207],1.99835,0.00713666,1.91733,0.0,2.0,6.0,72177.5,4.72197,1.00005
sims[1208],3.01345,0.00883267,2.38247,0.0,3.0,8.0,72756.4,4.75983,0.999942
sims[1209],0.365067,0.00304236,0.774362,0.0,0.0,2.0,64783.9,4.23826,0.999986
sims[1210],1.44438,0.00632306,1.64952,0.0,1.0,5.0,68055.1,4.45227,0.999954
sims[1211],0.027,0.000840062,0.208259,0.0,0.0,0.0,61458.8,4.02073,0.999979
sims[1212],2.0032,0.00722319,1.92208,0.0,2.0,6.0,70808.2,4.63239,1.00006
sims[1213],0.555417,0.00368049,0.953753,0.0,0.0,2.0,67152.2,4.3932,0.999966
sims[1214],0.0270667,0.000878593,0.214324,0.0,0.0,0.0,59506.8,3.89303,0.999966
sims[1215],1.21897,0.00562875,1.48582,0.0,1.0,4.0,69680.0,4.55857,0.999961
sims[1216],0.355167,0.00306722,0.761139,0.0,0.0,2.0,61579.8,4.02865,0.999953
sims[1217],1.78175,0.00674786,1.81587,0.0,1.0,5.0,72416.3,4.73759,1.0
sims[1218],4.4365,0.0115541,2.92488,1.0,4.0,10.0,64083.0,4.19241,1.00003
sims[1219],1.00203,0.0051237,1.34186,0.0,1.0,4.0,68588.0,4.48713,0.999946
sims[1220],1.22563,0.00547779,1.47476,0.0,1.0,4.0,72482.7,4.74193,1.0001
sims[1221],0.02645,0.000828604,0.205145,0.0,0.0,0.0,61295.4,4.01004,0.999999
sims[1222],2.9982,0.00898131,2.39236,0.0,3.0,8.0,70953.5,4.64189,1.00003
sims[1223],0.6405,0.00404224,1.06482,0.0,0.0,3.0,69392.1,4.53974,1.00001
sims[1224],0.0270833,0.000876376,0.211386,0.0,0.0,0.0,58179.6,3.8062,0.999982
sims[1225],1.2056,0.00548141,1.46254,0.0,1.0,4.0,71192.3,4.65751,0.999953
sims[1226],0.35725,0.00300232,0.760898,0.0,0.0,2.0,64230.2,4.20204,0.999929
sims[1227],1.43727,0.00625265,1.64778,0.0,1.0,5.0,69449.7,4.54351,0.999926
sims[1228],0.02635,0.000843991,0.203608,0.0,0.0,0.0,58199.0,3.80747,0.999981
sims[1229],0.362633,0.00307898,0.769507,0.0,0.0,2.0,62461.3,4.08632,1.00002
sims[1230],0.64475,0.00422789,1.08631,0.0,0.0,3.0,66017.6,4.31897,0.999932
sims[1231],2.00568,0.00719905,1.91615,0.0,2.0,6.0,70844.6,4.63476,0.999986
sims[1232],0.994633,0.00501362,1.33539,0.0,1.0,4.0,70943.6,4.64124,1.00004
sims[1233],0.687717,0.00418173,1.08067,0.0,0.0,3.0,66784.3,4.36913,1.00001
sims[1234],0.639617,0.00407705,1.06983,0.0,0.0,3.0,68854.7,4.50458,0.999934
sims[1235],1.00357,0.00505427,1.34491,0.0,1.0,4.0,70806.0,4.63224,0.999966
sims[1236],1.2181,0.00557878,1.47503,0.0,1.0,4.0,69906.9,4.57342,0.999963
sims[1237],3.72968,0.0102135,2.6795,0.0,3.0,9.0,68827.2,4.50278,0.999985
sims[1238],0.3606,0.00303617,0.771888,0.0,0.0,2.0,64633.4,4.22842,1.00001
sims[1239],2.25677,0.00766248,2.05371,0.0,2.0,6.0,71835.3,4.69958,1.00001
sims[1240],2.01557,0.00735366,1.93645,0.0,2.0,6.0,69343.8,4.53658,0.999957
sims[1241],0.994,0.00511862,1.34297,0.0,1.0,4.0,68837.5,4.50345,0.999957
sims[1242],2.31003,0.00808852,2.10335,0.0,2.0,6.0,67621.7,4.42392,0.999952
sims[1243],1.20642,0.00542888,1.46479,0.0,1.0,4.0,72799.8,4.76268,0.999954
sims[1244],0.362433,0.00296177,0.763425,0.0,0.0,2.0,66440.3,4.34663,1.00004
sims[1245],2.31923,0.0080849,2.10426,0.0,2.0,6.0,67741.0,4.43172,0.999944
sims[1246],1.21698,0.00548593,1.46747,0.0,1.0,4.0,71554.7,4.68122,1.0
sims[1247],0.6453,0.00413616,1.07642,0.0,0.0,3.0,67727.7,4.43085,1.00002
sims[1248],0.35565,0.00298433,0.762194,0.0,0.0,2.0,65228.7,4.26736,0.999933
sims[1249],0.642417,0.00421192,1.08288,0.0,0.0,3.0,66100.2,4.32438,0.999924
sims[1250],2.1361,0.00742221,1.99895,0.0,2.0,6.0,72533.4,4.74525,0.999983
sims[1251],0.0282667,0.000888253,0.216183,0.0,0.0,0.0,59233.8,3.87517,1.00004
sims[1252],2.00785,0.00707744,1.92773,0.0,2.0,6.0,74189.1,4.85357,0.999973
sims[1253],0.641717,0.00409544,1.07372,0.0,0.0,3.0,68735.2,4.49676,1.00003
